reporting_level|fice_code|institution|degree|cip_2|cip_category|cip_4|cip_detail|graduates|employed_pct|avg_first_year_wages|full_time_pct|avg_first_year_full_time_wages|institution_years
3|001086|University of Arkansas at Pine Bluff|Baccalaureate Degrees|40|Physical Sciences|0501|Chemistry, General|22|64|22523|23|30629|4
3|001086|University of Arkansas at Pine Bluff|Baccalaureate Degrees|42|Psychology|0101|Psychology, General|24|58|21498|38|29514|4
3|001086|University of Arkansas at Pine Bluff|Baccalaureate Degrees|43|Law Enforcement & Protective Serv.|0104|Criminal Justice/Safety Studies|88|61|27598|45|32941|4
3|001086|University of Arkansas at Pine Bluff|Baccalaureate Degrees|44|Public Admin. & Social Service|0701|Social Work|35|77|24225|51|29562|4
3|001086|University of Arkansas at Pine Bluff|Baccalaureate Degrees|50|Visual & Performing Arts|0901|Music, General|16|38|17558|19|26126|4
3|001086|University of Arkansas at Pine Bluff|Baccalaureate Degrees|51|Health Professions|2399|Rehabilitation and Therapeutic Professions, Other|27|52|26387|30|32864|4
3|001086|University of Arkansas at Pine Bluff|Baccalaureate Degrees|51|Health Professions|3801|Registered Nursing/Registered Nurse|12|58|35736|25|46079|4
3|001086|University of Arkansas at Pine Bluff|Baccalaureate Degrees|52|Business, Management & Marketing|0201|Business Administration and Management, General|69|52|29756|30|35680|4
3|001086|University of Arkansas at Pine Bluff|Baccalaureate Degrees|52|Business, Management & Marketing|0301|Accounting|23|70|17466|35|28740|4
3|001086|University of Arkansas at Pine Bluff|Master's Degrees|01|Agriculture|9999|Agriculture, Agriculture Operations, and Related Sciences, Other|11|45|44517|45|44517|4
3|001086|University of Arkansas at Pine Bluff|Master's Degrees|11|Computer & Information Sciences|0101|Computer and Information Sciences, General|29|48|39739|41|44895|4
3|001086|University of Arkansas at Pine Bluff|Master's Degrees|13|Education|1205|Secondary Education and Teaching|15|67|39730|47|43942|4
3|001086|University of Arkansas at Pine Bluff|Master's Degrees|51|Health Professions|1501|Substance Abuse/Addiction Counseling|14|64|28544|50|31892|4
1|001109|University of Arkansas for Medical Sciences|Associate Degrees|||ALL AREAS OF STUDY||102|87|35683|42|39963|4
1|001109|University of Arkansas for Medical Sciences|Baccalaureate Degrees|||ALL AREAS OF STUDY||578|81|53017|66|56095|4
1|001109|University of Arkansas for Medical Sciences|Post-Baccalaureate Certificates|||ALL AREAS OF STUDY||61|54|57046|21|97708|4
1|001109|University of Arkansas for Medical Sciences|Master's Degrees|||ALL AREAS OF STUDY||463|78|77019|65|85255|4
1|001109|University of Arkansas for Medical Sciences|Doctor's Degrees - Research/Scholarship|||ALL AREAS OF STUDY||86|41|66698|34|75601|4
1|001109|University of Arkansas for Medical Sciences|Doctor's Degrees - Professional Practice|||ALL AREAS OF STUDY||585|57|82676|50|88935|4
3|001109|University of Arkansas for Medical Sciences|Associate Degrees|51|Health Professions|0707|Health Information/Medical Records Technology/Technician|27|85|35126|70|38486|4
3|001109|University of Arkansas for Medical Sciences|Associate Degrees|51|Health Professions|0907|Medical Radiologic Technology/Science - Radiation Therapist|46|85|36971|9|42762|4
3|001109|University of Arkansas for Medical Sciences|Associate Degrees|51|Health Professions|0909|Surgical Technology/Technologist|17|100|33481|82|37913|4
3|001109|University of Arkansas for Medical Sciences|Baccalaureate Degrees|51|Health Professions|0602|Dental Hygiene/Hygienist|67|88|48854|82|51352|4
3|001109|University of Arkansas for Medical Sciences|Baccalaureate Degrees|51|Health Professions|0905|Nuclear Medical Technology/Technologist|26|50|54423|35|54259|4
3|001109|University of Arkansas for Medical Sciences|Baccalaureate Degrees|51|Health Professions|0907|Medical Radiologic Technology/Science - Radiation Therapist|41|88|48807|71|53012|4
3|001109|University of Arkansas for Medical Sciences|Baccalaureate Degrees|51|Health Professions|0910|Diagnostic Medical Sonography/Sonographer and Ultrasound Technician|26|69|55734|54|61822|4
3|001109|University of Arkansas for Medical Sciences|Baccalaureate Degrees|51|Health Professions|0999|Allied Health Diagnostic, Intervention, and Treatment Professions, Other|27|81|49295|67|53897|4
3|001109|University of Arkansas for Medical Sciences|Baccalaureate Degrees|51|Health Professions|1005|Clinical Laboratory Science/Medical Technology/Technologist|62|77|45090|61|48734|4
3|001109|University of Arkansas for Medical Sciences|Baccalaureate Degrees|51|Health Professions|3801|Registered Nursing/Registered Nurse|301|84|56126|67|59388|4
3|001109|University of Arkansas for Medical Sciences|Post-Baccalaureate Certificates|30|Multi/Interdisciplinary Studies|0101|Biological and Physical Sciences|14|50|138952|29|216437|4
3|001109|University of Arkansas for Medical Sciences|Post-Baccalaureate Certificates|51|Health Professions|3101|Dietetics/Dietitian|26|65|33588|23|38590|4
3|001109|University of Arkansas for Medical Sciences|Master's Degrees|30|Multi/Interdisciplinary Studies|1901|Nutrition Sciences|11|73|50283|64|54342|4
3|001109|University of Arkansas for Medical Sciences|Master's Degrees|51|Health Professions|0204|Audiology/Audiologist and Speech-Language Pathology/Pathologist|38|74|49818|61|55938|4
3|001109|University of Arkansas for Medical Sciences|Master's Degrees|51|Health Professions|0701|Health/Health Care Administration/Management|24|79|55697|67|64010|4
3|001109|University of Arkansas for Medical Sciences|Master's Degrees|51|Health Professions|0912|Physician Assistant|54|67|97417|59|104908|4
3|001109|University of Arkansas for Medical Sciences|Master's Degrees|51|Health Professions|2201|Public Health, General|58|67|42068|47|51589|4
3|001109|University of Arkansas for Medical Sciences|Master's Degrees|51|Health Professions|3808|Nursing Science|236|89|89815|78|95481|4
3|001109|University of Arkansas for Medical Sciences|Doctor's Degrees - Research/Scholarship|30|Multi/Interdisciplinary Studies|0101|Biological and Physical Sciences|18|28|40329|17|50852|4
3|001109|University of Arkansas for Medical Sciences|Doctor's Degrees - Research/Scholarship|51|Health Professions|0202|Audiology/Audiologist|18|28|62988|28|62988|4
3|001109|University of Arkansas for Medical Sciences|Doctor's Degrees - Professional Practice|51|Health Professions|1201|Medicine|325|41|47947|37|50734|4
3|001109|University of Arkansas for Medical Sciences|Doctor's Degrees - Professional Practice|51|Health Professions|2001|Pharmacy|236|77|106708|67|116089|4
3|001109|University of Arkansas for Medical Sciences|Doctor's Degrees - Professional Practice|51|Health Professions|3818|Nursing Practice|24|75|94368|62|106697|4
1|001092|University of Central Arkansas|Associate Degrees|||ALL AREAS OF STUDY||88|67|18267|12|36754|4
1|001092|University of Central Arkansas|Baccalaureate Degrees|||ALL AREAS OF STUDY||3093|69|28362|40|37351|4
1|001092|University of Central Arkansas|Post-Baccalaureate Certificates|||ALL AREAS OF STUDY||31|81|39460|48|46314|4
1|001092|University of Central Arkansas|Master's Degrees|||ALL AREAS OF STUDY||1189|76|47834|59|53213|4
1|001092|University of Central Arkansas|Post-Master's Degree Certificates|||ALL AREAS OF STUDY||73|95|63070|68|65987|4
1|001092|University of Central Arkansas|Doctor's Degrees - Research/Scholarship|||ALL AREAS OF STUDY||23|87|67493|83|70998|4
1|001092|University of Central Arkansas|Doctor's Degrees - Professional Practice|||ALL AREAS OF STUDY||126|63|68889|55|74031|4
3|001092|University of Central Arkansas|Associate Degrees|24|Liberal Arts & Sci., Gen. Studies|0102|General Studies|88|67|18267|12|36754|4
3|001092|University of Central Arkansas|Baccalaureate Degrees|03|Natural Resources & Conservation|0103|Environmental Studies|32|75|29333|53|37147|4
3|001092|University of Central Arkansas|Baccalaureate Degrees|09|Communication & Journalism|0100|Communication and Media Studies|25|56|32019|24|57529|4
3|001092|University of Central Arkansas|Baccalaureate Degrees|09|Communication & Journalism|0401|Journalism|39|56|24019|33|34533|4
3|001092|University of Central Arkansas|Baccalaureate Degrees|09|Communication & Journalism|0900|Public Relations, Advertising, and Applied Communication|56|59|29159|41|34535|4
3|001092|University of Central Arkansas|Baccalaureate Degrees|11|Computer & Information Sciences|0101|Computer and Information Sciences, General|69|84|42092|58|49908|4
3|001092|University of Central Arkansas|Baccalaureate Degrees|13|Education|1202|Elementary Education and Teaching|89|87|32753|64|35234|4
3|001092|University of Central Arkansas|Baccalaureate Degrees|13|Education|1203|Junior High/Intermediate/Middle School Education and Teaching|52|75|30933|54|35715|4
3|001092|University of Central Arkansas|Baccalaureate Degrees|13|Education|1209|Kindergarten/Preschool Education and Teaching|55|84|30458|49|34652|4
3|001092|University of Central Arkansas|Baccalaureate Degrees|13|Education|1308|Family and Consumer Sciences/Home Economics Teacher Education|15|87|31134|60|39355|4
3|001092|University of Central Arkansas|Baccalaureate Degrees|13|Education|1314|Physical Education Teaching and Coaching|28|79|34838|54|39379|4
3|001092|University of Central Arkansas|Baccalaureate Degrees|16|Foreign Languages & Linguistics|0101|Foreign Languages and Literatures, General|19|84|21492|42|37347|4
3|001092|University of Central Arkansas|Baccalaureate Degrees|16|Foreign Languages & Linguistics|0102|Linguistics|17|41|17155|24|23550|4
3|001092|University of Central Arkansas|Baccalaureate Degrees|19|Family & Consumer Sciences|0101|Family and Consumer Sciences/Human Sciences, General|91|67|20798|32|31154|4
3|001092|University of Central Arkansas|Baccalaureate Degrees|19|Family & Consumer Sciences|0501|Foods, Nutrition, and Wellness Studies, General|108|75|18166|28|27577|4
3|001092|University of Central Arkansas|Baccalaureate Degrees|23|English Language & Literature|0101|English Language and Literature, General|81|73|24026|44|29474|4
3|001092|University of Central Arkansas|Baccalaureate Degrees|23|English Language & Literature|1302|Creative Writing|24|58|14682|33|21323|4
3|001092|University of Central Arkansas|Baccalaureate Degrees|26|Biological & Biomedical Sciences|0101|Biology/Biological Sciences, General|178|59|19704|19|31797|4
3|001092|University of Central Arkansas|Baccalaureate Degrees|27|Mathematics & Statistics|0101|Mathematics, General|41|51|31514|32|40737|4
3|001092|University of Central Arkansas|Baccalaureate Degrees|31|Parks, Recreation, Leisure & Fitness|0505|Kinesiology and Exercise Science|100|72|23780|41|31705|4
3|001092|University of Central Arkansas|Baccalaureate Degrees|38|Philosophy & Religious Studies|0101|Philosophy|16|75|21461|38|25997|4
3|001092|University of Central Arkansas|Baccalaureate Degrees|40|Physical Sciences|0501|Chemistry, General|38|55|26858|32|37316|4
3|001092|University of Central Arkansas|Baccalaureate Degrees|40|Physical Sciences|0801|Physics, General|24|50|26107|25|44088|4
3|001092|University of Central Arkansas|Baccalaureate Degrees|42|Psychology|0101|Psychology, General|235|66|21023|36|26958|4
3|001092|University of Central Arkansas|Baccalaureate Degrees|44|Public Admin. & Social Service|0401|Public Administration|14|64|27652|21|30568|4
3|001092|University of Central Arkansas|Baccalaureate Degrees|45|Social Sciences|0401|Criminology|13|85|34659|77|37556|4
3|001092|University of Central Arkansas|Baccalaureate Degrees|45|Social Sciences|0601|Economics, General|38|47|27119|26|38684|4
3|001092|University of Central Arkansas|Baccalaureate Degrees|45|Social Sciences|0701|Geography|15|73|25491|27|44634|4
3|001092|University of Central Arkansas|Baccalaureate Degrees|45|Social Sciences|1001|Political Science and Government, General|33|70|21372|30|30417|4
3|001092|University of Central Arkansas|Baccalaureate Degrees|45|Social Sciences|1101|Sociology|85|79|24903|48|31667|4
3|001092|University of Central Arkansas|Baccalaureate Degrees|50|Visual & Performing Arts|0408|Interior Design|27|67|31957|48|35862|4
3|001092|University of Central Arkansas|Baccalaureate Degrees|50|Visual & Performing Arts|0501|Drama and Dramatics/Theatre Arts, General|19|89|14126|37|23682|4
3|001092|University of Central Arkansas|Baccalaureate Degrees|50|Visual & Performing Arts|0602|Cinematography and Film/Video Production|46|65|20600|37|27599|4
3|001092|University of Central Arkansas|Baccalaureate Degrees|50|Visual & Performing Arts|0701|Art/Art Studies, General|62|77|22383|55|25158|4
3|001092|University of Central Arkansas|Baccalaureate Degrees|50|Visual & Performing Arts|0903|Music Performance, General|35|69|24300|34|36275|4
3|001092|University of Central Arkansas|Baccalaureate Degrees|51|Health Professions|0204|Audiology/Audiologist and Speech-Language Pathology/Pathologist|54|50|12820|9|23286|4
3|001092|University of Central Arkansas|Baccalaureate Degrees|51|Health Professions|0907|Medical Radiologic Technology/Science - Radiation Therapist|32|81|50816|72|53662|4
3|001092|University of Central Arkansas|Baccalaureate Degrees|51|Health Professions|0913|Athletic Training/Trainer|29|55|19643|14|40477|4
3|001092|University of Central Arkansas|Baccalaureate Degrees|51|Health Professions|1501|Substance Abuse/Addiction Counseling|34|82|18480|53|24429|4
3|001092|University of Central Arkansas|Baccalaureate Degrees|51|Health Professions|1504|Community Health Services/Liaison/Counseling|143|62|23230|26|36634|4
3|001092|University of Central Arkansas|Baccalaureate Degrees|51|Health Professions|3801|Registered Nursing/Registered Nurse|133|87|51804|74|55267|4
3|001092|University of Central Arkansas|Baccalaureate Degrees|51|Health Professions|9999|Health Professions and Related Clinical Sciences, Other|163|57|22845|24|34435|4
3|001092|University of Central Arkansas|Baccalaureate Degrees|52|Business, Management & Marketing|0101|Business/Commerce, General|115|69|33774|49|40390|4
3|001092|University of Central Arkansas|Baccalaureate Degrees|52|Business, Management & Marketing|0201|Business Administration and Management, General|43|63|40400|44|49845|4
3|001092|University of Central Arkansas|Baccalaureate Degrees|52|Business, Management & Marketing|0301|Accounting|83|76|40736|49|45946|4
3|001092|University of Central Arkansas|Baccalaureate Degrees|52|Business, Management & Marketing|0701|Entrepreneurship/Entrepreneurial Studies|24|71|32259|46|37434|4
3|001092|University of Central Arkansas|Baccalaureate Degrees|52|Business, Management & Marketing|0801|Finance, General|73|53|27430|30|37041|4
3|001092|University of Central Arkansas|Baccalaureate Degrees|52|Business, Management & Marketing|1201|Management Information Systems, General|98|84|39549|65|45032|4
3|001092|University of Central Arkansas|Baccalaureate Degrees|52|Business, Management & Marketing|1401|Marketing/Marketing Management, General|87|68|30278|47|37404|4
3|001092|University of Central Arkansas|Baccalaureate Degrees|52|Business, Management & Marketing|1701|Insurance|24|71|41168|50|46596|4
3|001092|University of Central Arkansas|Baccalaureate Degrees|54|History|0101|History, General|61|70|25027|36|31954|4
3|001092|University of Central Arkansas|Post-Baccalaureate Certificates|13|Education|1001|Special Education and Teaching, General|19|100|46260|68|47923|4
3|001092|University of Central Arkansas|Master's Degrees|11|Computer & Information Sciences|0701|Computer Science|14|29|53651|29|53651|4
3|001092|University of Central Arkansas|Master's Degrees|13|Education|0101|Education, General|33|88|44895|73|45864|4
3|001092|University of Central Arkansas|Master's Degrees|13|Education|0499|Educational Administration and Supervision, Other|25|84|50498|64|56939|4
3|001092|University of Central Arkansas|Master's Degrees|13|Education|0501|Educational/Instructional Technology|16|100|45203|62|50355|4
3|001092|University of Central Arkansas|Master's Degrees|13|Education|1001|Special Education and Teaching, General|20|100|43568|80|44140|4
3|001092|University of Central Arkansas|Master's Degrees|13|Education|1101|Counselor Education/School Counseling and Guidance Services|72|94|45792|69|48448|4
3|001092|University of Central Arkansas|Master's Degrees|13|Education|1102|College Student Counseling and Personnel Services|22|23|31041|18|33949|4
3|001092|University of Central Arkansas|Master's Degrees|13|Education|1299|Teacher Education and Professional Development, Specific Levels and Methods, Other|206|89|39541|65|42449|4
3|001092|University of Central Arkansas|Master's Degrees|13|Education|1315|Reading Teacher Education|25|92|42013|56|45688|4
3|001092|University of Central Arkansas|Master's Degrees|19|Family & Consumer Sciences|0101|Family and Consumer Sciences/Human Sciences, General|64|62|33728|42|42527|4
3|001092|University of Central Arkansas|Master's Degrees|25|Library Science|9999|Library Science, Other|101|95|47243|79|48986|4
3|001092|University of Central Arkansas|Master's Degrees|26|Biological & Biomedical Sciences|0101|Biology/Biological Sciences, General|19|53|27961|32|40177|4
3|001092|University of Central Arkansas|Master's Degrees|50|Visual & Performing Arts|0903|Music Performance, General|20|60|39560|35|54885|4
3|001092|University of Central Arkansas|Master's Degrees|51|Health Professions|0204|Audiology/Audiologist and Speech-Language Pathology/Pathologist|61|69|46266|57|51618|4
3|001092|University of Central Arkansas|Master's Degrees|51|Health Professions|1504|Community Health Services/Liaison/Counseling|27|81|39913|59|47700|4
3|001092|University of Central Arkansas|Master's Degrees|51|Health Professions|1508|Mental Health Counseling/Counselor|28|71|46009|57|54102|4
3|001092|University of Central Arkansas|Master's Degrees|51|Health Professions|2306|Occupational Therapy/Therapist|147|76|56809|66|62510|4
3|001092|University of Central Arkansas|Master's Degrees|51|Health Professions|3801|Registered Nursing/Registered Nurse|93|83|84327|74|87517|4
3|001092|University of Central Arkansas|Master's Degrees|52|Business, Management & Marketing|0201|Business Administration and Management, General|87|52|46673|40|56813|4
3|001092|University of Central Arkansas|Master's Degrees|52|Business, Management & Marketing|0301|Accounting|15|53|50032|53|50032|4
3|001092|University of Central Arkansas|Post-Master's Degree Certificates|13|Education|0411|Superintendency and Educational System Administration|56|95|66556|68|68879|4
3|001092|University of Central Arkansas|Post-Master's Degree Certificates|42|Psychology|2805|School Psychology|12|92|44852|75|47592|4
3|001092|University of Central Arkansas|Doctor's Degrees - Research/Scholarship|30|Multi/Interdisciplinary Studies|9999|Multi-/Interdisciplinary Studies, Other|15|93|70328|87|75670|4
3|001092|University of Central Arkansas|Doctor's Degrees - Professional Practice|51|Health Professions|2308|Physical Therapy/Therapist|108|67|65493|57|70667|4
3|001092|University of Central Arkansas|Doctor's Degrees - Professional Practice|51|Health Professions|3818|Nursing Practice|18|39|103819|39|103819|4
