reporting_level|fice_code|institution|degree|cip_2|cip_category|cip_4|cip_detail|graduates|employed_pct|avg_first_year_wages|full_time_pct|avg_first_year_full_time_wages|institution_years
1|012860|Arkansas Northeastern College|Certificates of Proficiency|||ALL AREAS OF STUDY||308|80|23239|31|40303|2
1|012860|Arkansas Northeastern College|Technical Certificates|||ALL AREAS OF STUDY||134|80|32751|43|41241|2
1|012860|Arkansas Northeastern College|Associate Degrees|||ALL AREAS OF STUDY||251|78|36316|41|49706|2
3|012860|Arkansas Northeastern College|Certificates of Proficiency|46|Construction Trades|0000|CONSTRUCTION TRADES|56|80|41577|46|57769|2
3|012860|Arkansas Northeastern College|Certificates of Proficiency|48|Precision Production|0508|Welding Technology/Welder|11|91|26666|45|33394|2
3|012860|Arkansas Northeastern College|Certificates of Proficiency|51|Health Professions|0904|Emergency Medical Technology/Technician (EMT Paramedic)|29|86|36342|38|56937|2
3|012860|Arkansas Northeastern College|Certificates of Proficiency|51|Health Professions|1009|Phlebotomy Technician/Phlebotomist|54|61|16115|24|25255|2
3|012860|Arkansas Northeastern College|Certificates of Proficiency|51|Health Professions|3902|Nursing Assistant/Aide and Patient Care Assistant/Aide|135|87|12788|25|20149|2
3|012860|Arkansas Northeastern College|Technical Certificates|47|Mechanic & Repair Technologies|0201|Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician|33|73|43512|42|58193|2
3|012860|Arkansas Northeastern College|Technical Certificates|48|Precision Production|0508|Welding Technology/Welder|16|88|28773|50|35676|2
3|012860|Arkansas Northeastern College|Technical Certificates|51|Health Professions|0601|Dental Assisting/Assistant|13|77|23553|62|25963|2
3|012860|Arkansas Northeastern College|Technical Certificates|51|Health Professions|0904|Emergency Medical Technology/Technician (EMT Paramedic)|16|75|37655|25|62335|2
3|012860|Arkansas Northeastern College|Technical Certificates|51|Health Professions|3901|Licensed Practical/Vocational Nurse Training|49|86|28260|43|31835|2
3|012860|Arkansas Northeastern College|Associate Degrees|13|Education|1202|Elementary Education and Teaching|17|71|13707|24|21397|2
3|012860|Arkansas Northeastern College|Associate Degrees|13|Education|1210|Early Childhood Education and Teaching|13|85|17672|62|19427|2
3|012860|Arkansas Northeastern College|Associate Degrees|15|Engineering Technology|0611|Metallurgical Technology/Technician|23|83|81396|70|89583|2
3|012860|Arkansas Northeastern College|Associate Degrees|24|Liberal Arts & Sci., Gen. Studies|0102|General Studies|76|71|21790|20|34180|2
3|012860|Arkansas Northeastern College|Associate Degrees|30|Multi/Interdisciplinary Studies|9999|Multi-/Interdisciplinary Studies, Other|11|82|38412|55|55788|2
3|012860|Arkansas Northeastern College|Associate Degrees|51|Health Professions|3801|Registered Nursing/Registered Nurse|55|87|50676|60|53554|2
3|012860|Arkansas Northeastern College|Associate Degrees|52|Business, Management & Marketing|0101|Business/Commerce, General|21|81|22432|24|31348|2
1|001091|Arkansas State University Beebe|Certificates of Proficiency|||ALL AREAS OF STUDY||349|80|16545|26|25666|2
1|001091|Arkansas State University Beebe|Technical Certificates|||ALL AREAS OF STUDY||464|81|20839|28|30056|2
1|001091|Arkansas State University Beebe|Associate Degrees|||ALL AREAS OF STUDY||1142|76|19756|23|31864|2
3|001091|Arkansas State University Beebe|Certificates of Proficiency|19|Family & Consumer Sciences|0709|Child Care Provider/Assistant|21|90|14438|52|18438|2
3|001091|Arkansas State University Beebe|Certificates of Proficiency|47|Mechanic & Repair Technologies|0101|Electrical/Electronics Equipment Installation and Repair, General|25|88|11311|16|21965|2
3|001091|Arkansas State University Beebe|Certificates of Proficiency|47|Mechanic & Repair Technologies|0604|Automobile/Automotive Mechanics Technology/Technician|14|93|17453|36|23872|2
3|001091|Arkansas State University Beebe|Certificates of Proficiency|47|Mechanic & Repair Technologies|0605|Diesel Mechanics Technology/Technician|14|86|14849|29|24356|2
3|001091|Arkansas State University Beebe|Certificates of Proficiency|48|Precision Production|0501|Machine Tool Technology/Machinist|18|72|20023|22|29739|2
3|001091|Arkansas State University Beebe|Certificates of Proficiency|48|Precision Production|0508|Welding Technology/Welder|146|77|12985|23|24691|2
3|001091|Arkansas State University Beebe|Certificates of Proficiency|51|Health Professions|0904|Emergency Medical Technology/Technician (EMT Paramedic)|34|88|24102|47|28251|2
3|001091|Arkansas State University Beebe|Certificates of Proficiency|51|Health Professions|3902|Nursing Assistant/Aide and Patient Care Assistant/Aide|22|91|25486|18|25352|2
3|001091|Arkansas State University Beebe|Technical Certificates|24|Liberal Arts & Sci., Gen. Studies|0101|Liberal Arts and Sciences/Liberal Studies|152|78|15964|9|24549|2
3|001091|Arkansas State University Beebe|Technical Certificates|47|Mechanic & Repair Technologies|0101|Electrical/Electronics Equipment Installation and Repair, General|11|73|20783|45|27958|2
3|001091|Arkansas State University Beebe|Technical Certificates|47|Mechanic & Repair Technologies|0604|Automobile/Automotive Mechanics Technology/Technician|20|85|22313|55|26668|2
3|001091|Arkansas State University Beebe|Technical Certificates|47|Mechanic & Repair Technologies|0605|Diesel Mechanics Technology/Technician|32|88|26947|50|35946|2
3|001091|Arkansas State University Beebe|Technical Certificates|48|Precision Production|0508|Welding Technology/Welder|44|84|22414|48|27069|2
3|001091|Arkansas State University Beebe|Technical Certificates|51|Health Professions|0707|Health Information/Medical Records Technology/Technician|35|74|17689|43|23659|2
3|001091|Arkansas State University Beebe|Technical Certificates|51|Health Professions|1199|Health/Medical Preparatory Programs, Other|47|77|17119|9|21188|2
3|001091|Arkansas State University Beebe|Technical Certificates|51|Health Professions|3901|Licensed Practical/Vocational Nurse Training|44|95|33419|52|35977|2
3|001091|Arkansas State University Beebe|Associate Degrees|01|Agriculture|0102|Agribusiness/Agricultural Business Operations|44|75|13300|7|31579|2
3|001091|Arkansas State University Beebe|Associate Degrees|13|Education|1203|Junior High/Intermediate/Middle School Education and Teaching|55|76|12949|15|24332|2
3|001091|Arkansas State University Beebe|Associate Degrees|15|Engineering Technology|1202|Computer Technology/Computer Systems Technology|33|76|26350|48|30216|2
3|001091|Arkansas State University Beebe|Associate Degrees|15|Engineering Technology|1301|Drafting and Design Technology/Technician, General|20|90|26442|45|33594|2
3|001091|Arkansas State University Beebe|Associate Degrees|24|Liberal Arts & Sci., Gen. Studies|0101|Liberal Arts and Sciences/Liberal Studies|148|70|13042|11|24241|2
3|001091|Arkansas State University Beebe|Associate Degrees|24|Liberal Arts & Sci., Gen. Studies|0102|General Studies|345|78|15769|17|27308|2
3|001091|Arkansas State University Beebe|Associate Degrees|43|Law Enforcement & Protective Serv.|0104|Criminal Justice/Safety Studies|39|72|15370|13|38981|2
3|001091|Arkansas State University Beebe|Associate Degrees|47|Mechanic & Repair Technologies|0399|Heavy/Industrial Equipment Maintenance Technologies, Other|66|97|33547|56|40463|2
3|001091|Arkansas State University Beebe|Associate Degrees|47|Mechanic & Repair Technologies|0699|Vehicle Maintenance and Repair Technologies, Other|62|66|41168|60|42537|2
3|001091|Arkansas State University Beebe|Associate Degrees|48|Precision Production|0508|Welding Technology/Welder|15|87|30026|67|35803|2
3|001091|Arkansas State University Beebe|Associate Degrees|51|Health Professions|0808|Veterinary/Animal Health Technology/Technician and Veterinary Assistant|12|83|21546|67|25378|2
3|001091|Arkansas State University Beebe|Associate Degrees|51|Health Professions|1199|Health/Medical Preparatory Programs, Other|119|64|13053|8|24854|2
3|001091|Arkansas State University Beebe|Associate Degrees|52|Business, Management & Marketing|0101|Business/Commerce, General|128|80|23452|20|25459|2
1|001090|Arkansas State University Jonesboro|Associate Degrees|||ALL AREAS OF STUDY||834|76|25144|20|45008|4
1|001090|Arkansas State University Jonesboro|Baccalaureate Degrees|||ALL AREAS OF STUDY||3409|70|29676|41|38349|4
1|001090|Arkansas State University Jonesboro|Master's Degrees|||ALL AREAS OF STUDY||2925|47|48733|35|52584|4
1|001090|Arkansas State University Jonesboro|Post-Master's Degree Certificates|||ALL AREAS OF STUDY||743|39|60014|30|62610|4
1|001090|Arkansas State University Jonesboro|Doctor's Degrees - Research/Scholarship|||ALL AREAS OF STUDY||40|57|53260|42|60181|4
1|001090|Arkansas State University Jonesboro|Doctor's Degrees - Professional Practice|||ALL AREAS OF STUDY||74|76|74658|68|76828|4
3|001090|Arkansas State University Jonesboro|Associate Degrees|24|Liberal Arts & Sci., Gen. Studies|0101|Liberal Arts and Sciences/Liberal Studies|524|76|14777|5|32364|4
3|001090|Arkansas State University Jonesboro|Associate Degrees|24|Liberal Arts & Sci., Gen. Studies|0102|General Studies|40|78|29341|40|37740|4
3|001090|Arkansas State University Jonesboro|Associate Degrees|51|Health Professions|0803|Occupational Therapist Assistant|26|96|40380|69|45120|4
3|001090|Arkansas State University Jonesboro|Associate Degrees|51|Health Professions|0806|Physical Therapy Technician/Assistant|48|92|41310|65|45007|4
3|001090|Arkansas State University Jonesboro|Associate Degrees|51|Health Professions|3801|Registered Nursing/Registered Nurse|171|69|48082|40|52399|4
3|001090|Arkansas State University Jonesboro|Baccalaureate Degrees|01|Agriculture|0102|Agribusiness/Agricultural Business Operations|102|75|36001|59|41634|4
3|001090|Arkansas State University Jonesboro|Baccalaureate Degrees|01|Agriculture|0901|Animal Sciences, General|37|70|22150|35|31887|4
3|001090|Arkansas State University Jonesboro|Baccalaureate Degrees|01|Agriculture|1101|Plant Sciences, General|43|70|29661|47|36594|4
3|001090|Arkansas State University Jonesboro|Baccalaureate Degrees|09|Communication & Journalism|0100|Communication and Media Studies|42|67|18234|33|25569|4
3|001090|Arkansas State University Jonesboro|Baccalaureate Degrees|09|Communication & Journalism|0401|Journalism|16|56|21822|38|30866|4
3|001090|Arkansas State University Jonesboro|Baccalaureate Degrees|09|Communication & Journalism|0499|Journalism, Other|18|56|13969|22|26193|4
3|001090|Arkansas State University Jonesboro|Baccalaureate Degrees|09|Communication & Journalism|0701|Radio and Television|13|69|28196|62|31634|4
3|001090|Arkansas State University Jonesboro|Baccalaureate Degrees|09|Communication & Journalism|0799|Radio, Television, and Digital Communication, Other|32|53|19659|34|25201|4
3|001090|Arkansas State University Jonesboro|Baccalaureate Degrees|09|Communication & Journalism|0999|Public Relations, Advertising, and Applied Communication, Other|29|59|15766|24|28525|4
3|001090|Arkansas State University Jonesboro|Baccalaureate Degrees|11|Computer & Information Sciences|0101|Computer and Information Sciences, General|32|66|36272|44|47004|4
3|001090|Arkansas State University Jonesboro|Baccalaureate Degrees|11|Computer & Information Sciences|0301|Data Processing and Data Processing Technology/Technician|41|71|37088|59|42495|4
3|001090|Arkansas State University Jonesboro|Baccalaureate Degrees|13|Education|1203|Junior High/Intermediate/Middle School Education and Teaching|93|88|33328|70|34471|4
3|001090|Arkansas State University Jonesboro|Baccalaureate Degrees|13|Education|1210|Early Childhood Education and Teaching|192|92|32478|72|34073|4
3|001090|Arkansas State University Jonesboro|Baccalaureate Degrees|13|Education|1305|English/Language Arts Teacher Education|23|91|30912|39|34388|4
3|001090|Arkansas State University Jonesboro|Baccalaureate Degrees|13|Education|1312|Music Teacher Education|31|84|36434|77|38590|4
3|001090|Arkansas State University Jonesboro|Baccalaureate Degrees|13|Education|1314|Physical Education Teaching and Coaching|51|86|33887|65|38170|4
3|001090|Arkansas State University Jonesboro|Baccalaureate Degrees|13|Education|1317|Social Science Teacher Education|25|84|31474|52|38156|4
3|001090|Arkansas State University Jonesboro|Baccalaureate Degrees|14|Engineering|0801|Civil Engineering, General|34|71|49193|62|53655|4
3|001090|Arkansas State University Jonesboro|Baccalaureate Degrees|14|Engineering|1001|Electrical and Electronics Engineering|24|58|54810|33|65985|4
3|001090|Arkansas State University Jonesboro|Baccalaureate Degrees|14|Engineering|1901|Mechanical Engineering|45|62|57496|56|62257|4
3|001090|Arkansas State University Jonesboro|Baccalaureate Degrees|15|Engineering Technology|9999|Engineering Technologies and Engineering-Related Fields, Other|28|79|52050|64|53512|4
3|001090|Arkansas State University Jonesboro|Baccalaureate Degrees|16|Foreign Languages & Linguistics|0101|Foreign Languages and Literatures, General|12|75|15944|33|26278|4
3|001090|Arkansas State University Jonesboro|Baccalaureate Degrees|23|English Language & Literature|0101|English Language and Literature, General|40|75|15089|22|23275|4
3|001090|Arkansas State University Jonesboro|Baccalaureate Degrees|24|Liberal Arts & Sci., Gen. Studies|0102|General Studies|405|69|23680|34|31731|4
3|001090|Arkansas State University Jonesboro|Baccalaureate Degrees|26|Biological & Biomedical Sciences|0101|Biology/Biological Sciences, General|127|57|16836|19|28799|4
3|001090|Arkansas State University Jonesboro|Baccalaureate Degrees|27|Mathematics & Statistics|0101|Mathematics, General|25|72|25101|16|30336|4
3|001090|Arkansas State University Jonesboro|Baccalaureate Degrees|31|Parks, Recreation, Leisure & Fitness|0501|Health and Physical Education/Fitness, General|33|64|19266|18|36471|4
3|001090|Arkansas State University Jonesboro|Baccalaureate Degrees|31|Parks, Recreation, Leisure & Fitness|0504|Sport and Fitness Administration/Management|44|68|18686|23|34084|4
3|001090|Arkansas State University Jonesboro|Baccalaureate Degrees|31|Parks, Recreation, Leisure & Fitness|0505|Kinesiology and Exercise Science|110|63|24344|25|36989|4
3|001090|Arkansas State University Jonesboro|Baccalaureate Degrees|40|Physical Sciences|0501|Chemistry, General|44|52|15053|16|30027|4
3|001090|Arkansas State University Jonesboro|Baccalaureate Degrees|42|Psychology|0101|Psychology, General|130|72|17802|35|26090|4
3|001090|Arkansas State University Jonesboro|Baccalaureate Degrees|44|Public Admin. & Social Service|0701|Social Work|69|80|19097|23|31271|4
3|001090|Arkansas State University Jonesboro|Baccalaureate Degrees|45|Social Sciences|0401|Criminology|127|76|24972|46|31470|4
3|001090|Arkansas State University Jonesboro|Baccalaureate Degrees|45|Social Sciences|1001|Political Science and Government, General|19|79|12026|16|27944|4
3|001090|Arkansas State University Jonesboro|Baccalaureate Degrees|45|Social Sciences|1101|Sociology|44|73|22906|41|28364|4
3|001090|Arkansas State University Jonesboro|Baccalaureate Degrees|50|Visual & Performing Arts|0402|Commercial and Advertising Art|28|64|26910|50|31586|4
3|001090|Arkansas State University Jonesboro|Baccalaureate Degrees|50|Visual & Performing Arts|0501|Drama and Dramatics/Theatre Arts, General|16|31|25825|25|32210|4
3|001090|Arkansas State University Jonesboro|Baccalaureate Degrees|50|Visual & Performing Arts|0701|Art/Art Studies, General|19|68|23017|47|27901|4
3|001090|Arkansas State University Jonesboro|Baccalaureate Degrees|51|Health Professions|0001|Health and Wellness, General|30|63|19472|17|37077|4
3|001090|Arkansas State University Jonesboro|Baccalaureate Degrees|51|Health Professions|0204|Audiology/Audiologist and Speech-Language Pathology/Pathologist|64|69|12247|20|30060|4
3|001090|Arkansas State University Jonesboro|Baccalaureate Degrees|51|Health Professions|0907|Medical Radiologic Technology/Science - Radiation Therapist|75|55|41784|41|45834|4
3|001090|Arkansas State University Jonesboro|Baccalaureate Degrees|51|Health Professions|1005|Clinical Laboratory Science/Medical Technology/Technologist|23|78|34996|57|42532|4
3|001090|Arkansas State University Jonesboro|Baccalaureate Degrees|51|Health Professions|3101|Dietetics/Dietitian|17|53|26493|18|42468|4
3|001090|Arkansas State University Jonesboro|Baccalaureate Degrees|51|Health Professions|3801|Registered Nursing/Registered Nurse|281|79|52335|57|57462|4
3|001090|Arkansas State University Jonesboro|Baccalaureate Degrees|52|Business, Management & Marketing|0201|Business Administration and Management, General|224|65|30038|40|37681|4
3|001090|Arkansas State University Jonesboro|Baccalaureate Degrees|52|Business, Management & Marketing|0301|Accounting|103|74|32145|46|35580|4
3|001090|Arkansas State University Jonesboro|Baccalaureate Degrees|52|Business, Management & Marketing|0801|Finance, General|113|52|31174|35|38970|4
3|001090|Arkansas State University Jonesboro|Baccalaureate Degrees|52|Business, Management & Marketing|1101|International Business/Trade/Commerce|31|23|25594|16|32228|4
3|001090|Arkansas State University Jonesboro|Baccalaureate Degrees|52|Business, Management & Marketing|1401|Marketing/Marketing Management, General|65|58|29044|34|34282|4
3|001090|Arkansas State University Jonesboro|Baccalaureate Degrees|54|History|0101|History, General|22|86|16681|36|26060|4
3|001090|Arkansas State University Jonesboro|Master's Degrees|01|Agriculture|0102|Agribusiness/Agricultural Business Operations|43|72|36719|47|46850|4
3|001090|Arkansas State University Jonesboro|Master's Degrees|09|Communication & Journalism|0199|Communication and Media Studies, Other|12|67|26913|42|36999|4
3|001090|Arkansas State University Jonesboro|Master's Degrees|11|Computer & Information Sciences|0101|Computer and Information Sciences, General|71|20|42305|11|55412|4
3|001090|Arkansas State University Jonesboro|Master's Degrees|13|Education|0301|Curriculum and Instruction|651|46|46015|35|46861|4
3|001090|Arkansas State University Jonesboro|Master's Degrees|13|Education|0408|Elementary and Middle School Administration/Principalship|699|37|52889|29|53954|4
3|001090|Arkansas State University Jonesboro|Master's Degrees|13|Education|1001|Special Education and Teaching, General|192|52|45037|42|44727|4
3|001090|Arkansas State University Jonesboro|Master's Degrees|13|Education|1004|Education/Teaching of the Gifted and Talented|197|56|47193|41|47939|4
3|001090|Arkansas State University Jonesboro|Master's Degrees|13|Education|1099|Special Education and Teaching, Other|64|67|44705|44|45808|4
3|001090|Arkansas State University Jonesboro|Master's Degrees|13|Education|1101|Counselor Education/School Counseling and Guidance Services|15|93|42357|87|43304|4
3|001090|Arkansas State University Jonesboro|Master's Degrees|13|Education|1102|College Student Counseling and Personnel Services|33|52|38657|33|41320|4
3|001090|Arkansas State University Jonesboro|Master's Degrees|13|Education|1299|Teacher Education and Professional Development, Specific Levels and Methods, Other|20|100|36416|50|40051|4
3|001090|Arkansas State University Jonesboro|Master's Degrees|14|Engineering|0101|Engineering, General|11|36|37006|27|48021|4
3|001090|Arkansas State University Jonesboro|Master's Degrees|19|Family & Consumer Sciences|0708|Child Care and Support Services Management|15|67|36258|47|37385|4
3|001090|Arkansas State University Jonesboro|Master's Degrees|23|English Language & Literature|0101|English Language and Literature, General|15|47|22036|27|32938|4
3|001090|Arkansas State University Jonesboro|Master's Degrees|26|Biological & Biomedical Sciences|0101|Biology/Biological Sciences, General|16|56|27966|38|36429|4
3|001090|Arkansas State University Jonesboro|Master's Degrees|27|Mathematics & Statistics|0101|Mathematics, General|12|67|37508|50|45587|4
3|001090|Arkansas State University Jonesboro|Master's Degrees|31|Parks, Recreation, Leisure & Fitness|0504|Sport and Fitness Administration/Management|52|35|33572|17|44565|4
3|001090|Arkansas State University Jonesboro|Master's Degrees|31|Parks, Recreation, Leisure & Fitness|0505|Kinesiology and Exercise Science|21|48|23021|19|37510|4
3|001090|Arkansas State University Jonesboro|Master's Degrees|43|Law Enforcement & Protective Serv.|0302|Crisis/Emergency/Disaster Management|27|52|47110|30|63061|4
3|001090|Arkansas State University Jonesboro|Master's Degrees|44|Public Admin. & Social Service|0401|Public Administration|195|33|37951|24|44694|4
3|001090|Arkansas State University Jonesboro|Master's Degrees|44|Public Admin. & Social Service|0701|Social Work|79|94|43062|84|45765|4
3|001090|Arkansas State University Jonesboro|Master's Degrees|51|Health Professions|0203|Speech-Language Pathology/Pathologist|51|73|52579|69|55016|4
3|001090|Arkansas State University Jonesboro|Master's Degrees|51|Health Professions|3801|Registered Nursing/Registered Nurse|69|78|89280|71|92175|4
3|001090|Arkansas State University Jonesboro|Master's Degrees|51|Health Professions|3804|Nurse Anesthetist|78|33|144216|29|152415|4
3|001090|Arkansas State University Jonesboro|Master's Degrees|51|Health Professions|9999|Health Professions and Related Clinical Sciences, Other|11|64|43697|45|45717|4
3|001090|Arkansas State University Jonesboro|Master's Degrees|52|Business, Management & Marketing|0201|Business Administration and Management, General|109|35|52273|25|60951|4
3|001090|Arkansas State University Jonesboro|Master's Degrees|52|Business, Management & Marketing|0301|Accounting|14|36|34279|29|42200|4
3|001090|Arkansas State University Jonesboro|Master's Degrees|54|History|0101|History, General|13|62|28507|46|34728|4
3|001090|Arkansas State University Jonesboro|Post-Master's Degree Certificates|13|Education|0408|Elementary and Middle School Administration/Principalship|709|37|61930|29|64512|4
3|001090|Arkansas State University Jonesboro|Post-Master's Degree Certificates|13|Education|1101|Counselor Education/School Counseling and Guidance Services|27|89|40391|74|44709|4
3|001090|Arkansas State University Jonesboro|Doctor's Degrees - Research/Scholarship|13|Education|0401|Educational Leadership and Administration, General|18|56|60691|44|64304|4
3|001090|Arkansas State University Jonesboro|Doctor's Degrees - Professional Practice|51|Health Professions|2308|Physical Therapy/Therapist|59|76|65734|69|69346|4
3|001090|Arkansas State University Jonesboro|Doctor's Degrees - Professional Practice|51|Health Professions|3818|Nursing Practice|15|73|111168|60|110914|4
1|023482|Arkansas State University Mid-South|Certificates of Proficiency|||ALL AREAS OF STUDY||456|61|11235|6|28460|2
1|023482|Arkansas State University Mid-South|Associate Degrees|||ALL AREAS OF STUDY||256|57|19577|20|31854|2
3|023482|Arkansas State University Mid-South|Certificates of Proficiency|47|Mechanic & Repair Technologies|0613|Medium/Heavy Vehicle and Truck Technology/Technician|79|77|12848|9|32831|2
3|023482|Arkansas State University Mid-South|Certificates of Proficiency|48|Precision Production|0508|Welding Technology/Welder|54|67|11000|9|34410|2
3|023482|Arkansas State University Mid-South|Certificates of Proficiency|51|Health Professions|0904|Emergency Medical Technology/Technician (EMT Paramedic)|41|73|13544|12|28004|2
3|023482|Arkansas State University Mid-South|Certificates of Proficiency|51|Health Professions|1009|Phlebotomy Technician/Phlebotomist|45|58|11364|7|19517|2
3|023482|Arkansas State University Mid-South|Associate Degrees|24|Liberal Arts & Sci., Gen. Studies|0101|Liberal Arts and Sciences/Liberal Studies|121|59|15898|12|31508|2
3|023482|Arkansas State University Mid-South|Associate Degrees|51|Health Professions|0801|Medical/Clinical Assistant|21|90|14779|43|22237|2
3|023482|Arkansas State University Mid-South|Associate Degrees|51|Health Professions|0908|Respiratory Care Therapy/Therapist|25|56|25108|40|29071|2
3|023482|Arkansas State University Mid-South|Associate Degrees|52|Business, Management & Marketing|1299|Management Information Systems and Services, Other|14|71|26186|50|32951|2
1|042544|Arkansas State University Mountain Home|Certificates of Proficiency|||ALL AREAS OF STUDY||338|76|17268|20|23703|2
1|042544|Arkansas State University Mountain Home|Technical Certificates|||ALL AREAS OF STUDY||84|83|22699|29|28231|2
1|042544|Arkansas State University Mountain Home|Associate Degrees|||ALL AREAS OF STUDY||425|74|22117|29|33164|2
3|042544|Arkansas State University Mountain Home|Certificates of Proficiency|47|Mechanic & Repair Technologies|0604|Automobile/Automotive Mechanics Technology/Technician|15|53|22797|27|27602|2
3|042544|Arkansas State University Mountain Home|Certificates of Proficiency|51|Health Professions|0713|Medical Insurance Coding Specialist/Coder|20|75|24190|50|30430|2
3|042544|Arkansas State University Mountain Home|Certificates of Proficiency|51|Health Professions|0904|Emergency Medical Technology/Technician (EMT Paramedic)|29|83|16257|17|19819|2
3|042544|Arkansas State University Mountain Home|Certificates of Proficiency|51|Health Professions|1009|Phlebotomy Technician/Phlebotomist|33|85|13555|24|19285|2
3|042544|Arkansas State University Mountain Home|Certificates of Proficiency|51|Health Professions|3902|Nursing Assistant/Aide and Patient Care Assistant/Aide|190|73|14125|19|22003|2
3|042544|Arkansas State University Mountain Home|Technical Certificates|51|Health Professions|0000|HEALTH PROFESSIONS AND RELATED PROGRAMS|32|75|17133|25|23156|2
3|042544|Arkansas State University Mountain Home|Technical Certificates|51|Health Professions|3901|Licensed Practical/Vocational Nurse Training|38|89|26112|34|32762|2
3|042544|Arkansas State University Mountain Home|Associate Degrees|11|Computer & Information Sciences|0401|Information Science/Studies|22|73|17631|27|30073|2
3|042544|Arkansas State University Mountain Home|Associate Degrees|12|Personal & Culinary Services|0301|Funeral Service and Mortuary Science, General|32|78|25720|59|29678|2
3|042544|Arkansas State University Mountain Home|Associate Degrees|13|Education|1203|Junior High/Intermediate/Middle School Education and Teaching|29|55|9975|10|18971|2
3|042544|Arkansas State University Mountain Home|Associate Degrees|24|Liberal Arts & Sci., Gen. Studies|0101|Liberal Arts and Sciences/Liberal Studies|134|75|15996|16|25331|2
3|042544|Arkansas State University Mountain Home|Associate Degrees|24|Liberal Arts & Sci., Gen. Studies|0102|General Studies|63|76|25086|30|34781|2
3|042544|Arkansas State University Mountain Home|Associate Degrees|47|Mechanic & Repair Technologies|9999|Mechanic and Repair Technologies/Technicians, Other|26|65|31192|42|37764|2
3|042544|Arkansas State University Mountain Home|Associate Degrees|48|Precision Production|0508|Welding Technology/Welder|13|54|21766|38|28663|2
3|042544|Arkansas State University Mountain Home|Associate Degrees|51|Health Professions|3801|Registered Nursing/Registered Nurse|28|89|44399|71|45828|2
3|042544|Arkansas State University Mountain Home|Associate Degrees|52|Business, Management & Marketing|0101|Business/Commerce, General|38|76|20777|18|34976|2
3|042544|Arkansas State University Mountain Home|Associate Degrees|52|Business, Management & Marketing|0401|Administrative Assistant and Secretarial Science, General|22|59|24428|36|30025|2
1|042034|Arkansas State University Newport|Certificates of Proficiency|||ALL AREAS OF STUDY||461|64|27036|33|38563|2
1|042034|Arkansas State University Newport|Technical Certificates|||ALL AREAS OF STUDY||289|87|26085|33|32737|2
1|042034|Arkansas State University Newport|Associate Degrees|||ALL AREAS OF STUDY||443|81|26228|33|38918|2
3|042034|Arkansas State University Newport|Certificates of Proficiency|49|Transportation & Materials Moving|0205|Truck and Bus Driver/Commercial Vehicle Operator and Instructor|330|56|32550|35|42545|2
3|042034|Arkansas State University Newport|Certificates of Proficiency|51|Health Professions|0904|Emergency Medical Technology/Technician (EMT Paramedic)|25|80|26236|48|32897|2
3|042034|Arkansas State University Newport|Certificates of Proficiency|51|Health Professions|1009|Phlebotomy Technician/Phlebotomist|61|80|14471|28|20894|2
3|042034|Arkansas State University Newport|Technical Certificates|12|Personal & Culinary Services|0401|Cosmetology/Cosmetologist, General|25|60|15094|32|21881|2
3|042034|Arkansas State University Newport|Technical Certificates|24|Liberal Arts & Sci., Gen. Studies|0101|Liberal Arts and Sciences/Liberal Studies|39|95|16890|10|24255|2
3|042034|Arkansas State University Newport|Technical Certificates|46|Construction Trades|0303|Lineworker|24|79|36107|38|39580|2
3|042034|Arkansas State University Newport|Technical Certificates|51|Health Professions|0909|Surgical Technology/Technologist|25|88|25031|56|32453|2
3|042034|Arkansas State University Newport|Technical Certificates|51|Health Professions|3901|Licensed Practical/Vocational Nurse Training|123|92|29510|26|34590|2
3|042034|Arkansas State University Newport|Associate Degrees|15|Engineering Technology|1202|Computer Technology/Computer Systems Technology|22|73|22973|45|29058|2
3|042034|Arkansas State University Newport|Associate Degrees|24|Liberal Arts & Sci., Gen. Studies|0101|Liberal Arts and Sciences/Liberal Studies|176|80|16537|19|25925|2
3|042034|Arkansas State University Newport|Associate Degrees|30|Multi/Interdisciplinary Studies|9999|Multi-/Interdisciplinary Studies, Other|50|80|29296|38|39947|2
3|042034|Arkansas State University Newport|Associate Degrees|43|Law Enforcement & Protective Serv.|0103|Criminal Justice/Law Enforcement Administration|20|85|27041|25|43200|2
3|042034|Arkansas State University Newport|Associate Degrees|47|Mechanic & Repair Technologies|0201|Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician|18|72|27967|56|33889|2
3|042034|Arkansas State University Newport|Associate Degrees|51|Health Professions|3801|Registered Nursing/Registered Nurse|67|91|53827|73|55518|2
3|042034|Arkansas State University Newport|Associate Degrees|52|Business, Management & Marketing|0101|Business/Commerce, General|58|81|21481|28|27155|2
1|001089|Arkansas Tech University|Certificates of Proficiency|||ALL AREAS OF STUDY||647|80|17768|20|28471|4
1|001089|Arkansas Tech University|Technical Certificates|||ALL AREAS OF STUDY||115|83|23700|34|31672|4
1|001089|Arkansas Tech University|Associate Degrees|||ALL AREAS OF STUDY||694|80|29683|40|36150|4
1|001089|Arkansas Tech University|Baccalaureate Degrees|||ALL AREAS OF STUDY||2616|78|33898|52|41060|4
1|001089|Arkansas Tech University|Master's Degrees|||ALL AREAS OF STUDY||624|66|41538|46|46452|4
